po_id,product_id,supplier_id,order_date,order_qty
44229,11957,5,28-11-2022,629
44230,10602,27,14-12-2022,459
44231,7417,111,26-08-2023,585
44232,8732,95,24-09-2023,407
44233,6807,150,10-12-2022,1097
44234,10687,173,27-05-2023,1842
44235,11917,166,02-11-2023,1803
44236,11272,185,06-01-2023,1997
44237,9413,119,08-05-2023,565
44238,4194,175,26-06-2023,218
44239,3140,139,04-11-2022,1136
44240,10015,94,21-10-2022,1348
44241,3951,70,06-11-2022,1107
44242,3240,142,28-10-2023,1059
44243,4422,112,01-12-2023,416
44244,9636,127,24-12-2022,1955
44245,3419,148,17-11-2022,1358
44246,9026,104,25-12-2022,334
44247,11348,135,23-12-2023,628
44248,11449,162,02-07-2023,1394
44249,840,149,28-09-2023,1594
44250,8289,8,23-10-2023,1854
44251,6507,25,19-06-2023,789
44252,10731,194,08-06-2023,1331
44253,7462,12,31-07-2023,1425
44254,6975,45,23-05-2023,55
44255,5028,180,12-10-2022,171
44256,2171,43,09-03-2023,689
44257,2482,137,30-11-2022,1784
44258,2333,23,22-04-2023,791
44259,3377,163,09-11-2022,922
44260,3467,174,18-02-2023,1155
44261,383,41,25-12-2022,1467
44262,7068,10,06-07-2023,955
44263,702,110,09-07-2023,269
44264,7418,68,01-02-2023,1882
44265,9323,105,17-05-2023,1272
44266,8842,113,03-03-2023,1411
44267,6172,92,11-07-2023,266
44268,8940,176,15-07-2023,1950
44269,6756,71,23-04-2023,582
44270,6285,146,19-10-2023,1609
44271,9995,149,23-04-2023,1326
44272,7487,30,20-08-2023,864
44273,11541,142,12-05-2023,882
44274,9251,7,01-11-2022,620
44275,11263,96,25-12-2022,1689
44276,10975,54,12-07-2023,1856
44277,8236,197,28-06-2023,308
44278,4657,178,21-09-2023,138
44279,899,130,05-01-2023,142
44280,7494,24,17-04-2023,1298
44281,10264,196,09-11-2022,1523
44282,7103,26,29-05-2023,1699
44283,5552,164,01-10-2022,1614
44284,5117,126,15-03-2023,1063
44285,9312,20,15-06-2023,227
44286,10354,75,14-10-2022,762
44287,10771,40,20-08-2023,993
44288,8949,187,01-09-2023,706
44289,1131,173,21-06-2023,974
44290,3480,32,21-10-2023,1604
44291,3745,165,09-10-2023,193
44292,1818,155,13-06-2023,1702
44293,9484,8,12-11-2022,1354
44294,314,115,13-09-2023,195
44295,5022,64,24-09-2023,1533
44296,9626,82,28-08-2023,1611
44297,11464,153,12-02-2023,1637
44298,857,182,21-10-2022,1278
44299,9438,17,08-08-2023,1679
44300,7999,179,23-06-2023,616
44301,2647,40,16-11-2023,1677
44302,11254,154,09-10-2022,1230
44303,5951,149,05-01-2023,900
44304,4837,66,27-01-2023,787
44305,6268,139,19-04-2023,1796
44306,244,48,02-04-2023,1344
44307,10296,30,30-05-2023,1634
44308,655,154,31-08-2023,153
44309,7818,102,06-12-2022,1521
44310,11378,129,20-08-2023,364
44311,5941,44,01-09-2023,1429
44312,4505,82,10-07-2023,351
44313,4976,160,06-08-2023,1100
44314,3095,129,03-02-2023,1916
44315,4787,82,06-10-2022,1810
44316,2112,38,18-12-2022,1187
44317,8490,41,25-10-2022,1739
44318,917,174,03-05-2023,1701
44319,5948,182,15-07-2023,232
44320,2741,129,26-03-2023,1157
44321,6360,170,07-11-2022,146
44322,4999,72,20-11-2023,852
44323,8267,128,20-07-2023,152
44324,10158,135,12-10-2022,983
44325,1684,163,03-04-2023,1078
44326,9877,6,16-05-2023,337
44327,5434,44,27-04-2023,1904
44328,4910,105,09-11-2022,200
44329,5515,118,22-02-2023,1476
44330,2520,6,16-02-2023,676
44331,1779,187,20-09-2023,1505
44332,9251,179,15-03-2023,1593
44333,6425,7,16-11-2023,1306
44334,11002,135,24-12-2022,632
44335,9646,191,15-01-2023,1418
44336,10502,16,07-05-2023,325
44337,3731,67,22-02-2023,1109
44338,4438,5,17-12-2023,1600
44339,8767,15,15-10-2023,265
44340,2917,160,24-04-2023,80
44341,573,121,19-10-2023,1267
44342,9,43,29-10-2023,1607
44343,4869,64,08-11-2022,725
44344,10265,115,10-09-2023,554
44345,7909,48,24-06-2023,432
44346,2962,93,24-05-2023,164
44347,686,166,29-01-2023,415
44348,7970,117,10-10-2023,1899
44349,10669,149,11-12-2023,1495
44350,2785,50,06-09-2023,1749
44351,4873,167,29-10-2023,1928
44352,8352,63,23-05-2023,1012
44353,1407,121,13-07-2023,263
44354,10790,134,19-06-2023,278
44355,131,68,02-09-2023,1233
44356,9425,61,29-04-2023,1279
44357,7612,187,29-06-2023,826
44358,2187,53,16-10-2022,1694
44359,9168,177,15-06-2023,1872
44360,11439,148,05-12-2022,1253
44361,242,91,29-01-2023,1674
44362,5193,175,18-06-2023,69
44363,6854,146,07-07-2023,1712
44364,8427,69,23-08-2023,1059
44365,9205,73,29-03-2023,1358
44366,4391,126,05-03-2023,586
44367,3818,156,11-04-2023,183
44368,6862,135,07-10-2022,681
44369,10526,151,06-07-2023,814
44370,4997,41,19-02-2023,679
44371,7546,134,06-11-2022,899
44372,3087,157,15-12-2022,1232
44373,7718,3,13-10-2022,540
44374,6487,78,20-12-2022,1094
44375,11425,55,29-03-2023,1970
44376,2648,127,17-07-2023,806
44377,5927,171,04-11-2022,1426
44378,216,200,18-01-2023,1356
44379,1754,192,06-04-2023,1428
44380,1993,122,23-09-2023,1253
44381,9007,42,13-12-2023,905
44382,9229,10,09-12-2022,879
44383,3405,102,15-09-2023,1399
44384,7620,128,09-05-2023,1850
44385,11898,100,15-09-2023,1314
44386,9504,138,29-06-2023,462
44387,7551,74,21-12-2023,1998
44388,947,80,22-08-2023,1857
44389,4667,94,25-03-2023,1195
44390,687,168,21-08-2023,169
44391,6121,195,14-11-2022,274
44392,4111,116,08-07-2023,494
44393,4279,188,18-01-2023,1317
44394,3520,79,20-12-2022,644
44395,10143,59,27-02-2023,1693
44396,6913,131,28-11-2023,1847
44397,7196,84,30-08-2023,1707
44398,2168,110,05-02-2023,1279
44399,6569,166,20-05-2023,1690
44400,5257,180,08-08-2023,570
44401,4692,164,24-03-2023,1461
44402,7949,113,07-12-2023,1994
44403,7914,34,02-06-2023,729
44404,2753,190,13-05-2023,1944
44405,4590,72,05-07-2023,1921
44406,3872,58,22-03-2023,119
44407,11772,82,06-04-2023,1439
44408,11927,150,15-12-2022,889
44409,9543,62,09-11-2023,1314
44410,7428,30,11-08-2023,1252
44411,4091,161,06-08-2023,464
44412,10775,92,21-02-2023,759
44413,7513,143,16-11-2022,1248
44414,11976,173,03-04-2023,1518
44415,6858,90,15-02-2023,518
44416,5644,178,25-11-2023,504
44417,11117,34,16-05-2023,1900
44418,5386,199,06-10-2023,699
44419,6282,164,12-03-2023,903
44420,7319,160,21-06-2023,966
44421,8671,4,09-08-2023,1393
44422,8651,31,14-11-2022,1573
44423,8515,65,17-05-2023,488
44424,9039,192,07-03-2023,1813
44425,11440,112,05-04-2023,1466
44426,348,33,20-06-2023,1653
44427,9314,97,21-06-2023,1755
44428,990,73,12-09-2023,1589
44429,9959,33,02-08-2023,722
44430,6218,80,11-09-2023,854
44431,910,158,22-04-2023,466
44432,4680,163,03-04-2023,775
44433,1006,28,26-08-2023,1397
44434,10245,188,28-11-2022,730
44435,825,166,15-03-2023,1431
44436,7299,136,28-05-2023,1825
44437,9899,38,02-12-2023,904
44438,1297,74,18-06-2023,178
44439,4006,30,24-12-2022,510
44440,730,92,14-12-2023,1277
44441,8853,71,03-01-2023,1116
44442,2351,95,04-07-2023,746
44443,2608,130,01-06-2023,1202
44444,7572,2,26-11-2022,1066
44445,7373,183,01-12-2022,1285
44446,10065,172,04-07-2023,1911
44447,7797,30,19-11-2023,1596
44448,3599,88,27-02-2023,1433
44449,6475,89,21-11-2023,1648
44450,3784,11,05-10-2022,1024
44451,1238,60,07-11-2023,734
44452,332,94,08-12-2022,723
44453,5793,166,03-11-2023,1838
44454,2510,42,23-12-2022,233
44455,3752,126,27-10-2022,476
44456,4444,60,21-12-2022,1279
44457,548,175,11-11-2023,1991
44458,6052,144,15-02-2023,1197
44459,7175,60,18-05-2023,165
44460,3949,40,18-12-2023,658
44461,8056,127,26-11-2023,1889
44462,10486,155,11-07-2023,455
44463,10535,136,09-10-2023,578
44464,4085,115,13-11-2022,1178
44465,10339,172,09-06-2023,430
44466,6634,65,16-12-2022,130
44467,10180,144,21-08-2023,1639
44468,11394,159,11-02-2023,1581
44469,4947,161,02-04-2023,662
44470,148,91,04-11-2022,847
44471,4689,77,14-10-2022,1114
44472,2861,121,04-07-2023,1080
44473,11896,134,16-06-2023,276
44474,711,150,11-02-2023,1717
44475,10048,56,29-11-2022,410
44476,6252,126,04-05-2023,78
44477,10088,27,05-08-2023,1191
44478,6149,197,27-11-2022,1954
44479,4267,186,20-11-2022,1366
44480,5790,122,09-01-2023,492
44481,9008,134,01-10-2022,1662
44482,904,102,21-01-2023,684
44483,7651,111,17-08-2023,1873
44484,3521,58,06-05-2023,1533
44485,3431,145,17-10-2023,178
44486,590,109,09-02-2023,1977
44487,8699,47,27-03-2023,1709
44488,10408,84,14-07-2023,125
44489,9476,26,30-08-2023,1507
44490,9227,134,04-11-2023,1469
44491,2971,42,08-09-2023,991
44492,3428,142,19-05-2023,1392
44493,11137,103,12-10-2023,789
44494,3077,149,05-11-2023,1803
44495,5666,37,03-05-2023,1649
44496,7337,15,23-04-2023,1720
44497,6656,56,12-09-2023,835
44498,6778,133,23-08-2023,1624
44499,1513,188,13-12-2023,1057
44500,5157,175,27-08-2023,1466
44501,5166,42,29-06-2023,511
44502,9512,70,19-06-2023,664
44503,8423,171,07-02-2023,1882
44504,3894,200,14-01-2023,1430
44505,609,192,21-10-2023,1084
44506,2374,86,05-09-2023,1775
44507,2453,138,16-11-2023,394
44508,11960,68,16-08-2023,379
44509,8352,45,24-12-2023,600
44510,7236,112,08-10-2023,891
44511,6216,85,08-12-2023,1259
44512,5836,2,08-11-2022,985
44513,4091,198,28-02-2023,585
44514,8822,57,01-11-2023,1145
44515,11006,141,05-10-2023,1133
44516,110,150,20-11-2023,467
44517,2950,131,26-01-2023,1552
44518,11514,108,14-02-2023,90
44519,1512,59,11-02-2023,1235
44520,8324,150,30-06-2023,904
44521,11630,77,13-11-2023,875
44522,1884,82,06-01-2023,882
44523,3766,184,17-12-2022,1693
44524,7841,182,22-08-2023,714
44525,9839,162,23-03-2023,1887
44526,3854,67,24-08-2023,711
44527,5611,156,21-06-2023,565
44528,135,39,27-03-2023,1454
44529,2748,63,21-09-2023,1808
44530,11492,27,13-03-2023,529
44531,1708,122,19-05-2023,842
44532,4548,137,17-11-2023,255
44533,2073,132,20-01-2023,1611
44534,4987,184,23-12-2023,1224
44535,10328,132,27-06-2023,167
44536,301,46,09-06-2023,1073
44537,7746,106,18-12-2022,1070
44538,6661,169,05-11-2022,1592
44539,2675,1,20-10-2022,1455
44540,5929,51,16-12-2023,1037
44541,6598,186,04-04-2023,1327
44542,8451,141,15-12-2023,312
44543,4628,102,27-11-2023,1160
44544,10314,41,29-03-2023,810
44545,7976,78,23-03-2023,1939
44546,8247,108,07-01-2023,604
44547,5152,81,30-09-2023,1487
44548,10341,175,26-07-2023,1264
44549,8270,79,11-04-2023,634
44550,3965,192,11-09-2023,769
44551,5831,98,10-05-2023,184
44552,4692,60,22-11-2023,1181
44553,9244,88,02-09-2023,1254
44554,8579,56,24-11-2023,1171
44555,11242,158,22-07-2023,1697
44556,9913,4,19-02-2023,156
44557,3203,16,04-12-2022,498
44558,9631,82,19-07-2023,365
44559,5859,103,09-09-2023,1411
44560,9796,95,19-11-2022,572
44561,2501,154,25-02-2023,1547
44562,3096,161,09-10-2023,1956
44563,4943,54,01-08-2023,952
44564,11457,153,19-10-2022,612
44565,6547,147,09-01-2023,1480
44566,11655,8,02-10-2023,70
44567,784,138,23-12-2022,1720
44568,7781,197,12-05-2023,1472
44569,7937,46,23-10-2022,1105
44570,7789,14,06-11-2022,515
44571,2755,149,30-09-2023,1960
44572,6738,23,16-09-2023,402
44573,771,135,08-07-2023,566
44574,5323,162,18-08-2023,1524
44575,5227,67,08-07-2023,298
44576,205,133,29-11-2022,1276
44577,3283,107,14-05-2023,1802
44578,4087,46,03-11-2022,1309
44579,5651,12,27-03-2023,1005
44580,10123,184,03-11-2022,705
44581,1336,115,11-06-2023,668
44582,352,186,24-12-2022,391
44583,6047,68,23-02-2023,715
44584,3188,30,28-03-2023,598
44585,7428,110,05-04-2023,504
44586,1822,189,02-11-2022,773
44587,1340,131,25-11-2023,1531
44588,4707,170,11-08-2023,641
44589,9465,115,17-01-2023,494
44590,4613,58,27-09-2023,1718
44591,1409,70,27-10-2022,1286
44592,2421,47,19-08-2023,1650
44593,2415,101,20-08-2023,1977
44594,251,2,24-06-2023,1390
44595,562,66,05-12-2022,889
44596,7501,1,20-01-2023,1236
44597,11638,175,30-08-2023,154
44598,11649,161,29-08-2023,661
44599,7154,84,03-08-2023,1838
44600,8648,9,26-02-2023,700
44601,7818,130,10-06-2023,1023
44602,7206,82,09-04-2023,167
44603,817,88,20-09-2023,1682
44604,990,107,18-10-2023,1333
44605,9193,37,12-11-2022,1724
44606,11133,64,02-10-2023,363
44607,5057,49,07-11-2023,84
44608,2061,66,23-10-2022,1715
44609,5917,136,07-07-2023,1048
44610,928,78,27-11-2023,365
44611,11198,196,07-08-2023,1450
44612,4108,137,05-03-2023,832
44613,8237,99,05-11-2022,749
44614,10130,81,28-04-2023,1472
44615,7463,69,31-01-2023,1713
44616,11522,38,08-01-2023,832
44617,9665,172,20-12-2023,939
44618,2112,25,08-10-2022,123
44619,6299,173,21-03-2023,879
44620,8750,67,23-10-2022,1681
44621,11240,181,18-12-2022,1997
44622,10106,159,20-01-2023,1034
44623,8382,88,21-08-2023,1161
44624,3156,93,04-10-2022,989
44625,7531,11,02-01-2023,1537
44626,11004,129,09-08-2023,1211
44627,2775,15,20-01-2023,1500
44628,10354,77,08-05-2023,549
44629,10648,59,01-01-2023,1112
44630,4988,72,17-10-2022,433
44631,5633,173,16-10-2022,1253
44632,7716,68,22-08-2023,1735
44633,942,23,20-12-2023,1974
44634,10389,177,16-06-2023,366
44635,9800,16,09-05-2023,1807
44636,7278,71,01-06-2023,1005
44637,5356,141,16-11-2022,1976
44638,10439,113,31-05-2023,1345
44639,8540,106,06-04-2023,223
44640,5212,33,02-04-2023,1931
44641,3709,9,24-12-2023,1756
44642,10835,146,02-12-2022,1186
44643,9763,7,28-12-2022,1608
44644,10564,141,02-04-2023,911
44645,3396,127,16-12-2022,1284
44646,11284,74,20-05-2023,1662
44647,5330,25,17-04-2023,1019
44648,7566,198,29-07-2023,1758
44649,6579,6,11-12-2023,201
44650,10856,59,22-02-2023,575
44651,3608,120,01-03-2023,1203
44652,3991,200,01-07-2023,486
44653,10831,50,31-12-2022,1893
44654,7260,170,15-11-2022,115
44655,10772,114,04-02-2023,1681
44656,6474,94,29-09-2023,172
44657,6441,109,29-07-2023,1305
44658,7586,11,16-11-2023,1929
44659,3508,45,25-10-2023,460
44660,8351,147,19-08-2023,1462
44661,8317,9,31-08-2023,419
44662,1727,172,01-11-2023,903
44663,67,20,07-07-2023,1310
44664,7333,129,26-11-2022,940
44665,6751,163,14-09-2023,314
44666,5594,39,07-11-2022,215
44667,10990,157,21-03-2023,1205
44668,1159,91,29-12-2022,260
44669,5466,45,03-11-2023,1736
44670,8665,74,07-12-2023,1015
44671,4646,98,11-08-2023,737
44672,3708,168,13-12-2023,285
44673,11155,188,24-10-2023,272
44674,6514,108,18-11-2022,433
44675,5742,66,27-11-2022,1325
44676,8418,105,06-03-2023,471
44677,6492,121,06-04-2023,245
44678,10707,125,08-09-2023,1946
44679,458,158,30-08-2023,1812
44680,5543,3,31-10-2022,536
44681,5628,77,11-12-2023,1053
44682,2186,12,19-10-2023,1937
44683,3403,184,10-01-2023,1224
44684,6513,173,09-11-2022,1763
44685,8513,160,28-11-2022,1483
44686,11595,149,29-12-2022,1278
44687,8657,143,14-11-2022,1778
44688,6883,83,15-08-2023,1562
44689,10668,63,27-03-2023,267
44690,2046,160,06-10-2022,1767
44691,3951,107,08-07-2023,1131
44692,11927,50,25-03-2023,1010
44693,5205,68,08-10-2022,563
44694,1250,41,05-11-2022,1538
44695,4952,192,11-01-2023,484
44696,11793,69,10-10-2022,665
44697,10653,182,11-02-2023,492
44698,275,10,18-04-2023,1259
44699,7698,178,18-12-2023,1125
44700,5432,134,03-07-2023,1635
44701,6421,74,08-11-2023,370
44702,1173,105,16-01-2023,481
44703,10050,177,21-06-2023,1655
44704,6772,168,21-10-2022,615
44705,6107,191,25-10-2022,1778
44706,1143,187,30-12-2022,1471
44707,1539,132,14-09-2023,1154
44708,2831,13,26-12-2022,387
44709,3039,175,07-10-2023,384
44710,2995,43,16-03-2023,1463
44711,6345,101,02-10-2023,1477
44712,10247,162,04-12-2023,707
44713,8619,114,15-11-2022,1029
44714,6757,98,16-05-2023,50
44715,5185,77,30-03-2023,444
44716,4169,131,24-09-2023,111
44717,8777,148,09-02-2023,141
44718,10299,188,15-01-2023,94
44719,8788,71,25-11-2022,1402
44720,2227,97,15-03-2023,1917
44721,3398,196,15-11-2023,1427
44722,45,122,08-02-2023,1673
44723,302,192,28-03-2023,158
44724,452,34,25-06-2023,499
44725,1269,2,27-09-2023,1940
44726,4750,113,10-01-2023,1490
44727,5695,196,18-02-2023,1591
44728,3005,165,14-12-2022,701
44729,8382,17,16-08-2023,97
44730,1541,15,24-05-2023,701
44731,471,28,13-11-2023,1086
44732,7270,149,09-10-2022,1207
44733,2978,3,23-09-2023,816
44734,4890,190,21-07-2023,1630
44735,10882,132,28-01-2023,1721
44736,31,86,03-10-2023,194
44737,6459,138,23-11-2023,1335
44738,11734,65,03-03-2023,1335
44739,8812,72,13-01-2023,1941
44740,8126,48,02-12-2023,1155
44741,10548,46,18-02-2023,812
44742,10070,183,11-12-2022,405
44743,1167,7,03-02-2023,1963
44744,8446,120,22-11-2023,1584
44745,10767,24,06-01-2023,378
44746,3617,180,31-12-2022,1729
44747,3573,134,01-12-2022,1003
44748,9476,65,28-10-2023,1028
44749,10357,111,28-05-2023,367
44750,5630,177,03-09-2023,1937
44751,450,125,20-01-2023,1867
44752,11697,188,01-02-2023,1573
44753,10603,86,30-01-2023,302
44754,11130,176,17-03-2023,1751
44755,744,141,07-09-2023,281
44756,7586,154,21-09-2023,1299
44757,1647,172,24-11-2023,1028
44758,856,37,19-03-2023,1661
44759,11260,17,26-09-2023,1294
44760,477,186,06-10-2022,504
44761,1949,25,11-10-2022,287
44762,910,114,01-12-2023,373
44763,11737,68,13-12-2023,1574
44764,5007,38,29-07-2023,288
44765,8347,168,17-04-2023,1986
44766,8164,18,29-12-2022,1571
44767,5889,51,12-08-2023,837
44768,7953,170,14-11-2023,363
44769,9027,45,12-10-2022,1163
44770,740,74,17-12-2023,541
44771,4380,65,12-12-2023,637
44772,5500,183,29-10-2022,826
44773,5443,189,14-11-2023,1681
44774,551,73,26-10-2023,544
44775,9902,4,02-10-2023,1866
44776,4623,198,18-08-2023,1851
44777,10244,197,27-12-2022,1211
44778,10502,4,18-02-2023,1979
44779,7627,183,16-04-2023,1100
44780,144,186,27-11-2022,418
44781,554,105,21-12-2023,642
44782,2993,192,16-07-2023,1765
44783,6456,74,24-03-2023,291
44784,9535,179,17-10-2023,156
44785,9903,127,25-02-2023,239
44786,933,176,19-03-2023,819
44787,6127,28,15-12-2023,1779
44788,5620,20,18-06-2023,336
44789,1465,196,13-10-2022,160
44790,11752,34,03-07-2023,741
44791,3492,49,18-03-2023,1698
44792,8094,158,09-07-2023,1124
44793,8334,55,13-07-2023,700
44794,9112,56,18-11-2023,1282
44795,7479,25,04-03-2023,1734
44796,7289,123,01-07-2023,1021
44797,123,52,25-12-2022,902
44798,2065,182,19-03-2023,1415
44799,308,200,18-12-2022,899
44800,10373,177,28-11-2023,905
44801,4669,103,20-04-2023,1588
44802,2154,134,07-10-2022,1977
44803,1206,135,20-10-2022,1738
44804,10772,186,25-07-2023,574
44805,11008,15,17-06-2023,551
44806,4801,107,26-05-2023,854
44807,381,185,26-03-2023,660
44808,6821,25,31-10-2022,1627
44809,9711,131,15-08-2023,1384
44810,3387,6,11-12-2022,765
44811,10298,14,17-05-2023,909
44812,7967,108,09-05-2023,1817
44813,3584,140,14-06-2023,1412
44814,3709,199,22-08-2023,1482
44815,9639,165,13-05-2023,1351
44816,1353,161,24-06-2023,1147
44817,5670,125,15-05-2023,1920
44818,6791,156,09-06-2023,1043
44819,5700,161,01-08-2023,1681
44820,7006,185,14-04-2023,907
44821,8028,94,02-08-2023,1852
44822,2031,146,19-01-2023,770
44823,11596,36,12-11-2022,629
44824,2429,117,19-11-2022,66
44825,11013,180,29-12-2022,399
44826,11474,110,19-12-2023,777
44827,10069,123,19-12-2022,1416
44828,11360,189,02-11-2022,931
44829,6310,200,11-06-2023,397
44830,3345,25,25-03-2023,273
44831,2295,87,22-10-2022,280
44832,8492,97,16-04-2023,1598
44833,5099,89,20-01-2023,866
44834,11460,121,02-11-2022,210
44835,8357,40,21-06-2023,409
44836,6499,142,06-10-2022,956
44837,8153,89,12-07-2023,569
44838,8154,80,04-03-2023,1361
44839,10541,14,06-12-2023,504
44840,10308,106,13-01-2023,1990
44841,11279,82,13-09-2023,351
44842,887,126,24-10-2022,272
44843,496,28,11-02-2023,1567
44844,3886,140,23-01-2023,1295
44845,2857,149,11-05-2023,409
44846,11094,183,07-12-2023,1845
44847,10346,174,14-04-2023,1099
44848,6394,104,18-10-2022,299
44849,11268,22,15-12-2023,1925
44850,2344,11,15-02-2023,706
44851,2063,185,19-11-2023,439
44852,11439,151,26-04-2023,1231
44853,4218,94,24-03-2023,158
44854,10959,79,27-01-2023,1598
44855,10726,61,23-07-2023,825
44856,9703,88,16-08-2023,543
44857,10862,75,26-10-2022,621
44858,6538,117,03-10-2022,741
44859,7548,106,06-02-2023,1886
44860,6211,136,09-10-2023,1056
44861,1899,45,04-01-2023,485
44862,9694,67,22-07-2023,1804
44863,5067,171,07-12-2023,718
44864,2770,84,27-02-2023,1190
44865,3848,184,25-11-2023,1377
44866,6284,65,15-10-2022,1240
44867,10203,36,14-02-2023,203
44868,8289,37,05-07-2023,661
44869,7967,143,13-10-2023,1933
44870,7019,186,20-10-2023,1281
44871,10958,56,04-12-2022,1053
44872,4954,70,06-10-2023,787
44873,8998,73,03-11-2022,1649
44874,5412,12,09-11-2022,557
44875,6272,62,12-09-2023,890
44876,3169,106,28-11-2023,1538
44877,7061,49,18-02-2023,1023
44878,4682,67,18-03-2023,1733
44879,3066,102,23-11-2022,759
44880,7491,4,19-07-2023,1220
44881,3344,57,14-12-2023,549
44882,4710,169,24-10-2022,961
44883,10488,19,05-05-2023,1272
44884,6567,128,10-01-2023,1883
44885,5120,116,03-12-2023,180
44886,7677,74,19-12-2022,1786
44887,7883,48,08-10-2022,1547
44888,10107,182,12-05-2023,1975
44889,8573,56,18-05-2023,1745
44890,5612,94,30-06-2023,1896
44891,1500,46,19-02-2023,1052
44892,5409,83,29-09-2023,74
44893,10699,199,27-01-2023,686
44894,5777,132,25-05-2023,1329
44895,7630,25,10-11-2022,1125
44896,5680,187,02-05-2023,1631
44897,5960,155,31-10-2023,1808
44898,9615,119,28-04-2023,1669
44899,7892,73,14-05-2023,1723
44900,10823,59,20-10-2023,1078
44901,7210,76,11-06-2023,1418
44902,10578,129,07-08-2023,963
44903,1803,135,27-09-2023,904
44904,9245,134,14-12-2022,1721
44905,6202,157,12-11-2022,1285
44906,4676,96,20-02-2023,776
44907,5998,11,05-12-2023,1269
44908,9887,56,03-11-2022,1368
44909,4420,96,23-03-2023,743
44910,4067,6,12-10-2023,1547
44911,11029,179,18-02-2023,163
44912,1160,53,09-06-2023,1986
44913,4785,193,17-12-2022,1036
44914,1070,149,15-11-2023,1245
44915,5463,143,20-09-2023,291
44916,1762,1,20-01-2023,677
44917,11909,54,25-10-2022,353
44918,6689,46,07-11-2023,1160
44919,5000,74,20-10-2022,173
44920,9318,66,25-10-2022,859
44921,1436,10,15-08-2023,591
44922,10455,198,01-01-2023,372
44923,4527,157,14-04-2023,758
44924,5777,159,13-11-2022,1803
44925,9622,63,12-04-2023,566
44926,3190,150,18-01-2023,868
44927,1862,198,13-09-2023,245
44928,3833,186,18-09-2023,1959
44929,6087,170,16-01-2023,1846
44930,11873,129,10-08-2023,58
44931,3112,189,17-03-2023,1098
44932,1777,183,29-06-2023,1757
44933,3125,20,26-06-2023,848
44934,5701,91,20-11-2023,862
44935,40,78,11-02-2023,295
44936,4793,62,28-01-2023,272
44937,7066,91,20-11-2023,1747
44938,1927,187,30-09-2023,985
44939,884,34,22-02-2023,541
44940,3629,29,29-03-2023,1691
44941,10455,23,28-12-2022,396
44942,7707,47,29-05-2023,1536
44943,8977,84,20-05-2023,1895
44944,9502,161,17-08-2023,1941
44945,10330,29,24-05-2023,427
44946,3522,76,24-01-2023,604
44947,6097,197,23-03-2023,1685
44948,1803,13,16-02-2023,393
44949,5503,112,05-09-2023,540
44950,1013,20,02-05-2023,1036
44951,7602,187,03-12-2023,480
44952,968,81,13-03-2023,705
44953,5015,108,18-05-2023,420
44954,9406,13,11-05-2023,1848
44955,4274,67,22-01-2023,583
44956,11643,33,11-01-2023,1030
44957,1287,18,20-09-2023,835
44958,11129,196,08-10-2022,1357
44959,3522,31,07-12-2023,1148
44960,931,148,22-10-2022,1328
44961,9243,39,01-06-2023,1780
44962,7239,27,22-03-2023,459
44963,4494,109,03-09-2023,872
44964,291,181,12-10-2023,1175
44965,1800,183,23-10-2022,209
44966,6859,196,23-12-2022,468
44967,6304,77,07-12-2022,1102
44968,5075,6,29-10-2022,591
44969,2166,127,09-11-2023,1970
44970,5237,55,07-02-2023,599
44971,9467,66,13-09-2023,1511
44972,453,89,15-07-2023,990
44973,8927,184,06-10-2022,763
44974,2415,108,01-10-2023,887
44975,7025,56,04-07-2023,313
44976,6620,102,12-11-2022,1411
44977,5294,113,14-12-2023,860
44978,5706,60,30-04-2023,1164
44979,6654,21,23-02-2023,78
44980,1060,102,23-10-2022,1288
44981,11522,172,18-09-2023,1023
44982,5634,37,16-12-2023,1976
44983,5890,78,04-05-2023,1247
44984,8610,76,25-10-2022,706
44985,9146,55,27-07-2023,1015
44986,8712,35,27-05-2023,1089
44987,9654,20,18-10-2023,76
44988,7145,150,28-04-2023,773
44989,4200,181,13-07-2023,1947
44990,5111,140,16-11-2023,138
44991,2851,92,29-12-2022,1576
44992,3542,16,17-10-2023,1577
44993,261,146,31-03-2023,536
44994,10301,105,30-10-2023,921
44995,4544,110,17-02-2023,1153
44996,2714,72,31-08-2023,290
44997,11548,67,12-10-2022,1143
44998,746,43,16-12-2023,569
44999,4034,53,29-01-2023,781
45000,8835,193,04-05-2023,641
45001,2952,74,08-11-2022,109
45002,3135,98,02-10-2023,689
45003,3610,94,19-09-2023,1230
45004,11819,41,11-12-2022,61
45005,7576,53,12-11-2023,1914
45006,9497,141,23-11-2022,916
45007,3471,199,06-03-2023,1204
45008,9015,55,18-01-2023,281
45009,54,119,31-01-2023,165
45010,772,169,23-10-2022,780
45011,11812,8,15-12-2023,1416
45012,6362,168,17-07-2023,367
45013,11417,68,08-11-2022,50
45014,3116,87,24-05-2023,548
45015,10330,64,03-10-2023,1150
45016,1673,136,10-03-2023,1785
45017,3379,175,16-07-2023,1935
45018,4077,110,24-09-2023,532
45019,2416,138,28-11-2023,718
45020,9585,35,17-10-2022,1002
45021,11272,156,02-06-2023,1985
45022,430,90,30-01-2023,1010
45023,3289,128,26-03-2023,926
45024,2668,32,15-12-2022,720
45025,4627,185,13-09-2023,1449
45026,1524,129,13-02-2023,1804
45027,856,111,07-08-2023,1368
45028,3851,197,15-10-2022,1305
45029,4510,82,07-10-2023,1303
