return_id,sale_id,return_reason,return_date
11345,158442,Damaged,17-07-2023
11346,206182,Customer Return,14-11-2023
11347,105028,Customer Return,07-12-2023
11348,124355,Damaged,27-05-2023
11349,43477,Expired,28-08-2023
11350,129922,Expired,04-11-2023
11351,243051,Wrong Item,15-03-2023
11352,69134,Customer Return,11-11-2023
11353,5787,Damaged,12-04-2023
11354,30381,Wrong Item,26-08-2023
11355,92585,Expired,11-01-2023
11356,47751,Customer Return,26-03-2023
11357,228345,Damaged,17-02-2023
11358,235367,Customer Return,11-05-2023
11359,134844,Wrong Item,28-11-2023
11360,47286,Expired,11-05-2023
11361,79591,Expired,19-05-2023
11362,30041,Customer Return,21-02-2023
11363,133711,Customer Return,06-06-2023
11364,29093,Expired,19-06-2023
11365,36419,Damaged,20-10-2023
11366,56571,Wrong Item,20-06-2023
11367,83944,Damaged,27-08-2023
11368,237973,Expired,24-06-2023
11369,141616,Damaged,03-02-2023
11370,122128,Damaged,29-08-2023
11371,120749,Damaged,24-09-2023
11372,26109,Customer Return,10-01-2023
11373,57434,Wrong Item,23-01-2023
11374,88742,Expired,21-07-2023
11375,24099,Wrong Item,09-01-2023
11376,121873,Wrong Item,16-12-2023
11377,143765,Customer Return,28-12-2023
11378,11611,Wrong Item,16-04-2023
11379,163781,Damaged,27-01-2023
11380,130819,Damaged,06-05-2023
11381,14135,Wrong Item,19-04-2023
11382,53995,Customer Return,30-05-2023
11383,184459,Customer Return,07-06-2023
11384,147196,Expired,26-06-2023
11385,142057,Wrong Item,16-08-2023
11386,7061,Expired,09-05-2023
11387,84680,Expired,28-09-2023
11388,239221,Customer Return,15-07-2023
11389,239638,Expired,07-09-2023
11390,146590,Customer Return,07-08-2023
11391,51777,Expired,09-05-2023
11392,18123,Wrong Item,13-05-2023
11393,154926,Damaged,26-11-2023
11394,200343,Expired,20-08-2023
11395,44064,Customer Return,04-05-2023
11396,59527,Wrong Item,15-05-2023
11397,230776,Expired,25-12-2023
11398,50599,Expired,05-09-2023
11399,14381,Wrong Item,30-10-2023
11400,65092,Wrong Item,09-08-2023
11401,184226,Expired,25-11-2023
11402,59140,Damaged,15-03-2023
11403,56423,Expired,10-10-2023
11404,200356,Customer Return,27-12-2023
11405,35133,Damaged,20-01-2023
11406,213758,Wrong Item,11-02-2023
11407,220020,Damaged,13-08-2023
11408,7145,Customer Return,17-02-2023
11409,127784,Customer Return,05-12-2023
11410,229073,Expired,10-03-2023
11411,228743,Wrong Item,23-01-2023
11412,217366,Customer Return,28-01-2023
11413,225911,Damaged,12-11-2023
11414,132816,Customer Return,25-10-2023
11415,69200,Wrong Item,02-06-2023
11416,185617,Expired,28-01-2023
11417,153134,Customer Return,24-07-2023
11418,237499,Wrong Item,24-02-2023
11419,177807,Customer Return,24-01-2023
11420,5300,Expired,16-03-2023
11421,232665,Damaged,15-05-2023
11422,17488,Customer Return,16-02-2023
11423,110104,Damaged,17-12-2023
11424,1457,Wrong Item,14-04-2023
11425,141337,Damaged,20-01-2023
11426,119686,Damaged,01-04-2023
11427,54075,Wrong Item,11-06-2023
11428,79200,Customer Return,23-08-2023
11429,237106,Customer Return,07-07-2023
11430,17777,Damaged,27-07-2023
11431,98619,Customer Return,02-01-2023
11432,64979,Customer Return,27-01-2023
11433,69995,Wrong Item,17-12-2023
11434,172296,Damaged,04-05-2023
11435,75854,Damaged,14-05-2023
11436,992,Damaged,11-03-2023
11437,145328,Wrong Item,19-02-2023
11438,232807,Wrong Item,14-12-2023
11439,35202,Wrong Item,18-02-2023
11440,125524,Customer Return,18-11-2023
11441,116263,Customer Return,20-01-2023
11442,196044,Damaged,23-11-2023
11443,195845,Wrong Item,18-08-2023
11444,208326,Damaged,08-07-2023
11445,175663,Expired,27-05-2023
11446,15344,Wrong Item,30-10-2023
11447,76032,Damaged,27-06-2023
11448,26384,Expired,15-12-2023
11449,144199,Damaged,15-11-2023
11450,202804,Customer Return,12-09-2023
11451,113132,Expired,03-11-2023
11452,47397,Expired,15-11-2023
11453,63581,Expired,07-10-2023
11454,75929,Damaged,01-04-2023
11455,204055,Expired,28-09-2023
11456,149983,Customer Return,07-08-2023
11457,117972,Expired,16-07-2023
11458,50460,Damaged,05-10-2023
11459,10176,Customer Return,08-01-2023
11460,151202,Damaged,01-08-2023
11461,13098,Expired,18-02-2023
11462,189134,Expired,10-06-2023
11463,224738,Damaged,25-07-2023
11464,191389,Wrong Item,04-04-2023
11465,190096,Wrong Item,12-01-2023
11466,129075,Damaged,14-11-2023
11467,21840,Damaged,22-03-2023
11468,239100,Expired,25-09-2023
11469,35634,Wrong Item,18-05-2023
11470,20734,Wrong Item,23-12-2023
11471,149590,Customer Return,13-12-2023
11472,54063,Wrong Item,24-12-2023
11473,47884,Damaged,24-08-2023
11474,3321,Customer Return,27-05-2023
11475,93630,Expired,14-12-2023
11476,37541,Customer Return,13-09-2023
11477,53850,Expired,19-02-2023
11478,116458,Expired,16-10-2023
11479,188678,Expired,28-03-2023
11480,112072,Customer Return,20-04-2023
11481,56906,Wrong Item,14-10-2023
11482,72966,Damaged,24-05-2023
11483,16911,Wrong Item,04-12-2023
11484,243586,Wrong Item,22-12-2023
11485,92619,Wrong Item,01-05-2023
11486,65411,Wrong Item,22-10-2023
11487,21890,Customer Return,20-05-2023
11488,122744,Wrong Item,14-08-2023
11489,115825,Expired,08-04-2023
11490,112995,Damaged,09-11-2023
11491,71697,Wrong Item,14-09-2023
11492,137565,Customer Return,17-01-2023
11493,247513,Wrong Item,18-12-2023
11494,112323,Customer Return,16-05-2023
11495,49764,Customer Return,20-11-2023
11496,9516,Wrong Item,16-07-2023
11497,135624,Customer Return,28-12-2023
11498,15942,Damaged,15-12-2023
11499,249529,Wrong Item,20-04-2023
11500,64047,Customer Return,27-06-2023
11501,137001,Customer Return,13-03-2023
11502,35173,Customer Return,05-08-2023
11503,84765,Customer Return,19-12-2023
11504,147478,Customer Return,13-02-2023
11505,242834,Expired,22-11-2023
11506,248566,Customer Return,26-04-2023
11507,212367,Wrong Item,07-04-2023
11508,83800,Expired,16-07-2023
11509,163994,Wrong Item,20-10-2023
11510,165042,Customer Return,10-03-2023
11511,203278,Damaged,27-03-2023
11512,126461,Expired,08-10-2023
11513,22194,Customer Return,25-04-2023
11514,6923,Expired,04-01-2023
11515,9796,Expired,10-08-2023
11516,86474,Wrong Item,03-04-2023
11517,14110,Expired,02-01-2023
11518,116313,Damaged,07-08-2023
11519,192962,Wrong Item,09-10-2023
11520,6103,Customer Return,24-02-2023
11521,223932,Wrong Item,26-03-2023
11522,106085,Wrong Item,05-07-2023
11523,116732,Damaged,12-03-2023
11524,93891,Customer Return,19-08-2023
11525,136399,Expired,03-05-2023
11526,13273,Expired,11-09-2023
11527,14615,Damaged,01-07-2023
11528,105433,Wrong Item,21-05-2023
11529,181287,Expired,17-11-2023
11530,226162,Damaged,07-02-2023
11531,58306,Wrong Item,06-01-2023
11532,248619,Customer Return,06-07-2023
11533,14112,Customer Return,28-06-2023
11534,148478,Damaged,17-05-2023
11535,64770,Wrong Item,30-07-2023
11536,237681,Damaged,01-09-2023
11537,111455,Wrong Item,08-06-2023
11538,90990,Damaged,18-04-2023
11539,69723,Wrong Item,27-12-2023
11540,213637,Customer Return,13-06-2023
11541,59540,Wrong Item,17-01-2023
11542,92929,Damaged,12-04-2023
11543,56079,Wrong Item,20-05-2023
11544,16777,Expired,22-03-2023
11545,173642,Customer Return,30-03-2023
11546,107166,Customer Return,28-10-2023
11547,150577,Wrong Item,04-05-2023
11548,161524,Expired,10-12-2023
11549,150017,Expired,21-04-2023
11550,55875,Wrong Item,30-06-2023
11551,42683,Wrong Item,20-12-2023
11552,86593,Expired,12-07-2023
11553,115443,Damaged,29-12-2023
11554,172136,Wrong Item,06-04-2023
11555,75085,Damaged,26-08-2023
11556,208188,Customer Return,07-12-2023
11557,16482,Damaged,30-04-2023
11558,126063,Customer Return,22-05-2023
11559,186409,Customer Return,21-09-2023
11560,53149,Expired,08-05-2023
11561,182225,Customer Return,09-04-2023
11562,172252,Expired,29-11-2023
11563,103461,Expired,15-06-2023
11564,82475,Damaged,25-10-2023
11565,190450,Wrong Item,21-11-2023
11566,200181,Wrong Item,19-09-2023
11567,196427,Expired,20-09-2023
11568,17324,Wrong Item,25-07-2023
11569,207696,Damaged,09-01-2023
11570,130253,Expired,24-02-2023
11571,125662,Damaged,22-04-2023
11572,159703,Expired,11-08-2023
11573,149474,Expired,15-01-2023
11574,112099,Customer Return,03-03-2023
11575,46637,Customer Return,19-06-2023
11576,241993,Customer Return,04-03-2023
11577,142101,Wrong Item,07-10-2023
11578,198992,Wrong Item,29-06-2023
11579,104042,Expired,27-08-2023
11580,80147,Expired,17-09-2023
11581,93412,Wrong Item,01-12-2023
11582,170884,Damaged,22-07-2023
11583,122556,Expired,30-03-2023
11584,170128,Wrong Item,28-12-2023
11585,240348,Customer Return,08-12-2023
11586,181967,Expired,08-03-2023
11587,90140,Customer Return,17-10-2023
11588,142826,Wrong Item,20-01-2023
11589,103552,Customer Return,07-11-2023
11590,13002,Expired,18-04-2023
11591,126317,Damaged,16-04-2023
11592,127028,Wrong Item,22-02-2023
11593,192794,Customer Return,16-10-2023
11594,144444,Damaged,16-03-2023
11595,62878,Customer Return,23-06-2023
11596,244442,Expired,27-03-2023
11597,54116,Wrong Item,26-08-2023
11598,176170,Customer Return,17-04-2023
11599,114136,Customer Return,02-06-2023
11600,12088,Customer Return,14-05-2023
11601,94404,Wrong Item,12-02-2023
11602,100243,Damaged,05-03-2023
11603,33830,Damaged,23-12-2023
11604,143431,Customer Return,15-02-2023
11605,112269,Wrong Item,22-03-2023
11606,149079,Damaged,19-06-2023
11607,141003,Wrong Item,06-01-2023
11608,22840,Wrong Item,12-09-2023
11609,115064,Wrong Item,29-06-2023
11610,38917,Wrong Item,30-09-2023
11611,127060,Customer Return,20-12-2023
11612,26402,Damaged,11-07-2023
11613,41395,Customer Return,20-06-2023
11614,133364,Customer Return,28-02-2023
11615,173719,Customer Return,06-08-2023
11616,37804,Wrong Item,26-03-2023
11617,189479,Expired,06-11-2023
11618,100415,Customer Return,05-11-2023
11619,216812,Damaged,30-04-2023
11620,67312,Expired,11-05-2023
11621,19824,Expired,10-08-2023
11622,130486,Customer Return,15-08-2023
11623,22068,Customer Return,05-06-2023
11624,170628,Wrong Item,27-04-2023
11625,94483,Customer Return,15-12-2023
11626,91610,Damaged,27-10-2023
11627,50664,Customer Return,26-08-2023
11628,112630,Customer Return,30-10-2023
11629,106886,Damaged,01-10-2023
11630,175804,Customer Return,10-03-2023
11631,42307,Customer Return,29-12-2023
11632,189151,Damaged,27-07-2023
11633,87022,Expired,09-01-2023
11634,81558,Expired,21-12-2023
11635,97589,Damaged,07-06-2023
11636,240591,Customer Return,16-11-2023
11637,127776,Expired,07-04-2023
11638,214856,Damaged,01-01-2023
11639,74640,Wrong Item,10-06-2023
11640,233683,Damaged,11-08-2023
11641,196066,Damaged,08-02-2023
11642,174879,Expired,14-11-2023
11643,91344,Expired,13-08-2023
11644,162237,Wrong Item,26-09-2023
11645,66005,Damaged,01-11-2023
11646,45666,Expired,04-05-2023
11647,106738,Customer Return,30-12-2023
11648,129701,Customer Return,05-07-2023
11649,160127,Customer Return,24-09-2023
11650,233812,Customer Return,06-06-2023
11651,78617,Wrong Item,05-04-2023
11652,89449,Damaged,08-06-2023
11653,188500,Expired,05-11-2023
11654,147271,Wrong Item,26-07-2023
11655,108790,Wrong Item,20-01-2023
11656,60262,Customer Return,05-05-2023
11657,190484,Customer Return,22-07-2023
11658,14095,Wrong Item,07-10-2023
11659,209947,Expired,25-11-2023
11660,90995,Wrong Item,26-05-2023
11661,168051,Customer Return,31-10-2023
11662,134157,Expired,19-03-2023
11663,169572,Damaged,29-06-2023
11664,141482,Expired,28-06-2023
11665,171103,Damaged,26-11-2023
11666,237745,Wrong Item,31-07-2023
11667,92514,Expired,02-09-2023
11668,62691,Customer Return,29-06-2023
11669,95780,Customer Return,04-03-2023
11670,79330,Customer Return,08-09-2023
11671,204791,Customer Return,08-11-2023
11672,209646,Damaged,26-08-2023
11673,181499,Damaged,07-04-2023
11674,126885,Wrong Item,12-04-2023
11675,27184,Wrong Item,19-08-2023
11676,158471,Damaged,21-03-2023
11677,82201,Expired,26-07-2023
11678,44035,Customer Return,23-10-2023
11679,51500,Expired,19-08-2023
11680,160409,Damaged,11-12-2023
11681,117739,Customer Return,17-03-2023
11682,160228,Expired,17-10-2023
11683,207065,Wrong Item,28-11-2023
11684,132614,Customer Return,21-10-2023
11685,190045,Customer Return,04-02-2023
11686,98994,Wrong Item,21-03-2023
11687,247951,Expired,12-11-2023
11688,52719,Expired,26-02-2023
11689,83363,Damaged,05-12-2023
11690,195142,Damaged,01-12-2023
11691,192147,Wrong Item,17-07-2023
11692,200194,Damaged,15-05-2023
11693,16845,Wrong Item,24-12-2023
11694,181978,Damaged,31-03-2023
11695,226255,Expired,10-03-2023
11696,34453,Customer Return,14-10-2023
11697,205671,Customer Return,21-06-2023
11698,99708,Wrong Item,05-07-2023
11699,103187,Damaged,08-10-2023
11700,22734,Wrong Item,04-02-2023
11701,58405,Damaged,10-12-2023
11702,188833,Expired,01-02-2023
11703,160404,Damaged,24-09-2023
11704,158769,Customer Return,10-12-2023
11705,201310,Damaged,04-02-2023
11706,15148,Wrong Item,25-07-2023
11707,72650,Expired,30-12-2023
11708,58651,Wrong Item,30-08-2023
11709,14635,Wrong Item,13-01-2023
11710,51047,Damaged,05-06-2023
11711,45617,Customer Return,15-05-2023
11712,150185,Wrong Item,17-03-2023
11713,38530,Expired,06-05-2023
11714,168469,Customer Return,25-07-2023
11715,164547,Expired,17-05-2023
11716,11431,Customer Return,24-11-2023
11717,209434,Damaged,03-10-2023
11718,248620,Customer Return,20-10-2023
11719,196151,Damaged,01-01-2023
11720,70893,Damaged,22-04-2023
11721,60724,Damaged,10-06-2023
11722,7204,Customer Return,12-09-2023
11723,230187,Damaged,09-01-2023
11724,128517,Expired,24-06-2023
11725,153886,Expired,22-09-2023
11726,181880,Customer Return,29-01-2023
11727,224033,Wrong Item,06-08-2023
11728,232323,Damaged,31-05-2023
11729,220634,Expired,01-05-2023
11730,96556,Customer Return,06-03-2023
11731,10284,Damaged,27-01-2023
11732,129642,Customer Return,10-04-2023
11733,160030,Damaged,21-01-2023
11734,165043,Customer Return,07-05-2023
11735,71821,Wrong Item,17-03-2023
11736,18381,Wrong Item,28-03-2023
11737,217495,Wrong Item,13-03-2023
11738,240012,Expired,29-01-2023
11739,60104,Wrong Item,24-08-2023
11740,237210,Customer Return,20-12-2023
11741,20221,Damaged,30-01-2023
11742,177295,Customer Return,12-08-2023
11743,210157,Damaged,02-07-2023
11744,116281,Customer Return,04-10-2023
11745,217061,Damaged,28-07-2023
11746,145389,Expired,17-08-2023
11747,123107,Damaged,07-01-2023
11748,226902,Damaged,17-03-2023
11749,50053,Wrong Item,08-03-2023
11750,167085,Expired,24-07-2023
11751,243594,Wrong Item,06-07-2023
11752,63255,Customer Return,20-12-2023
11753,168925,Damaged,22-06-2023
11754,55293,Damaged,03-10-2023
11755,13962,Expired,28-10-2023
11756,243346,Customer Return,16-03-2023
11757,140182,Expired,30-06-2023
11758,129733,Customer Return,14-05-2023
11759,226786,Wrong Item,10-04-2023
11760,51693,Customer Return,07-06-2023
11761,171307,Wrong Item,19-12-2023
11762,100506,Wrong Item,18-11-2023
11763,142555,Expired,08-02-2023
11764,213421,Wrong Item,24-09-2023
11765,222693,Damaged,04-10-2023
11766,78654,Damaged,03-02-2023
11767,96470,Expired,08-06-2023
11768,77713,Wrong Item,22-02-2023
11769,202439,Damaged,21-03-2023
11770,222226,Expired,07-10-2023
11771,208098,Customer Return,20-04-2023
11772,145448,Damaged,30-12-2023
11773,137784,Wrong Item,18-03-2023
11774,188580,Customer Return,08-03-2023
11775,133730,Wrong Item,15-09-2023
11776,186168,Wrong Item,18-02-2023
11777,42644,Damaged,11-11-2023
11778,6453,Wrong Item,01-07-2023
11779,231194,Wrong Item,05-01-2023
11780,205324,Damaged,05-04-2023
11781,243472,Expired,23-07-2023
11782,8817,Customer Return,23-10-2023
11783,156690,Customer Return,07-12-2023
11784,65818,Wrong Item,13-04-2023
11785,231832,Expired,11-06-2023
11786,204822,Expired,08-11-2023
11787,178198,Expired,30-04-2023
11788,90451,Expired,20-09-2023
11789,54732,Damaged,17-08-2023
11790,162819,Expired,09-12-2023
11791,166785,Customer Return,09-05-2023
11792,29315,Damaged,05-05-2023
11793,143088,Wrong Item,23-09-2023
11794,214862,Customer Return,13-10-2023
11795,128453,Wrong Item,25-06-2023
11796,44503,Customer Return,20-07-2023
11797,160442,Wrong Item,02-01-2023
11798,211933,Damaged,27-03-2023
11799,209703,Wrong Item,29-06-2023
11800,158108,Customer Return,14-09-2023
11801,105386,Wrong Item,03-06-2023
11802,23518,Expired,18-07-2023
11803,7064,Customer Return,23-05-2023
11804,4176,Customer Return,21-02-2023
11805,197526,Wrong Item,15-03-2023
11806,241398,Damaged,04-09-2023
11807,230882,Wrong Item,14-03-2023
11808,19948,Customer Return,04-06-2023
11809,43606,Damaged,16-04-2023
11810,187235,Customer Return,01-03-2023
11811,91301,Wrong Item,11-05-2023
11812,180445,Customer Return,28-12-2023
11813,228591,Damaged,11-02-2023
11814,166660,Customer Return,11-09-2023
11815,47368,Customer Return,17-11-2023
11816,107899,Customer Return,15-07-2023
11817,244068,Customer Return,10-03-2023
11818,118617,Wrong Item,05-10-2023
11819,22181,Expired,22-08-2023
11820,153652,Wrong Item,13-11-2023
11821,108303,Expired,22-08-2023
11822,217423,Expired,03-08-2023
11823,3075,Wrong Item,02-06-2023
11824,11947,Damaged,19-08-2023
11825,212158,Damaged,14-08-2023
11826,64811,Wrong Item,25-10-2023
11827,85913,Expired,18-12-2023
11828,72379,Customer Return,21-05-2023
11829,204219,Customer Return,07-04-2023
11830,45945,Damaged,04-11-2023
11831,25432,Expired,05-01-2023
11832,71725,Customer Return,16-12-2023
11833,96089,Wrong Item,14-12-2023
11834,73398,Expired,03-06-2023
11835,2932,Wrong Item,11-08-2023
11836,48659,Damaged,06-02-2023
11837,167723,Damaged,12-02-2023
11838,246913,Expired,14-09-2023
11839,214811,Wrong Item,04-01-2023
11840,222313,Wrong Item,26-02-2023
11841,55397,Wrong Item,25-01-2023
11842,196845,Damaged,10-11-2023
11843,124052,Damaged,10-04-2023
11844,88461,Damaged,26-10-2023
11845,232070,Expired,19-12-2023
11846,212329,Damaged,05-03-2023
11847,226596,Wrong Item,13-01-2023
11848,160009,Expired,04-12-2023
11849,13793,Expired,06-10-2023
11850,54477,Damaged,16-01-2023
11851,71274,Customer Return,19-05-2023
11852,76979,Customer Return,31-07-2023
11853,243958,Customer Return,10-01-2023
11854,177528,Wrong Item,30-11-2023
11855,186252,Damaged,24-08-2023
11856,152184,Customer Return,19-03-2023
11857,101912,Customer Return,28-04-2023
11858,57177,Wrong Item,13-07-2023
11859,22294,Customer Return,04-11-2023
11860,149473,Wrong Item,22-04-2023
11861,117243,Damaged,18-08-2023
11862,2875,Wrong Item,16-10-2023
11863,219210,Customer Return,13-07-2023
11864,180061,Wrong Item,13-10-2023
11865,169571,Damaged,10-09-2023
11866,85549,Customer Return,10-03-2023
11867,128400,Expired,22-08-2023
11868,46467,Wrong Item,04-11-2023
11869,130746,Damaged,22-09-2023
11870,201049,Wrong Item,05-03-2023
11871,69194,Damaged,16-09-2023
11872,207975,Expired,30-07-2023
11873,159684,Wrong Item,26-03-2023
11874,185739,Customer Return,29-11-2023
11875,53771,Wrong Item,20-09-2023
11876,70210,Customer Return,29-08-2023
11877,87127,Customer Return,11-02-2023
11878,192054,Damaged,20-08-2023
11879,37326,Expired,03-04-2023
11880,112124,Customer Return,09-08-2023
11881,29996,Customer Return,24-11-2023
11882,56438,Expired,13-10-2023
11883,49699,Wrong Item,16-01-2023
11884,249532,Damaged,02-03-2023
11885,152847,Damaged,03-07-2023
11886,164315,Wrong Item,06-05-2023
11887,211384,Customer Return,09-07-2023
11888,17213,Wrong Item,01-12-2023
11889,148651,Expired,29-03-2023
11890,155288,Expired,19-02-2023
11891,45097,Damaged,02-09-2023
11892,62915,Damaged,21-07-2023
11893,14512,Wrong Item,25-11-2023
11894,227314,Customer Return,25-05-2023
11895,151768,Expired,17-08-2023
11896,191374,Customer Return,08-03-2023
11897,243519,Wrong Item,26-11-2023
11898,96579,Wrong Item,10-03-2023
11899,89868,Customer Return,11-04-2023
11900,67804,Damaged,07-02-2023
11901,20787,Damaged,10-12-2023
11902,249703,Wrong Item,14-01-2023
11903,31935,Wrong Item,17-02-2023
11904,255,Wrong Item,02-02-2023
11905,205007,Expired,31-10-2023
11906,51829,Expired,06-05-2023
11907,104821,Wrong Item,04-04-2023
11908,90452,Customer Return,07-10-2023
11909,236898,Customer Return,26-09-2023
11910,116268,Customer Return,21-09-2023
11911,45542,Damaged,21-02-2023
11912,241669,Expired,22-02-2023
11913,40831,Customer Return,31-01-2023
11914,219559,Customer Return,10-03-2023
11915,91654,Wrong Item,14-07-2023
11916,36930,Expired,10-04-2023
11917,208061,Customer Return,27-07-2023
11918,60818,Customer Return,20-02-2023
11919,30642,Wrong Item,16-02-2023
11920,397,Expired,20-01-2023
11921,231736,Expired,03-12-2023
11922,60982,Wrong Item,29-05-2023
11923,106060,Damaged,16-04-2023
11924,222128,Wrong Item,04-03-2023
11925,154214,Customer Return,05-12-2023
11926,155837,Damaged,27-12-2023
11927,123293,Wrong Item,03-08-2023
11928,210290,Expired,13-12-2023
11929,86801,Customer Return,09-07-2023
11930,211839,Customer Return,24-06-2023
11931,28483,Expired,01-09-2023
11932,139459,Customer Return,03-06-2023
11933,131103,Customer Return,26-04-2023
11934,35456,Wrong Item,14-05-2023
11935,38828,Damaged,24-10-2023
11936,148570,Customer Return,15-10-2023
11937,4982,Damaged,19-05-2023
11938,68817,Wrong Item,14-01-2023
11939,10703,Wrong Item,10-08-2023
11940,224687,Damaged,14-03-2023
11941,124429,Damaged,19-07-2023
11942,71293,Customer Return,18-05-2023
11943,37348,Customer Return,17-02-2023
11944,17217,Damaged,08-08-2023
11945,136678,Customer Return,16-10-2023
11946,232849,Customer Return,16-12-2023
11947,167736,Wrong Item,05-02-2023
11948,230165,Customer Return,28-06-2023
11949,96673,Wrong Item,26-03-2023
11950,4087,Expired,29-01-2023
11951,98165,Wrong Item,12-08-2023
11952,136912,Damaged,04-03-2023
11953,29511,Damaged,18-08-2023
11954,21683,Wrong Item,11-08-2023
11955,221974,Customer Return,06-04-2023
11956,98237,Customer Return,20-03-2023
11957,138718,Expired,06-04-2023
11958,75919,Customer Return,18-10-2023
11959,103807,Damaged,12-03-2023
11960,51850,Wrong Item,17-11-2023
11961,45577,Wrong Item,14-07-2023
11962,10962,Expired,07-09-2023
11963,73101,Wrong Item,09-07-2023
11964,212912,Expired,07-07-2023
11965,208073,Wrong Item,05-12-2023
11966,243528,Damaged,07-06-2023
11967,233526,Damaged,29-12-2023
11968,176341,Damaged,12-02-2023
11969,116341,Expired,04-06-2023
11970,72078,Expired,22-10-2023
11971,13969,Damaged,01-06-2023
11972,126197,Expired,08-04-2023
11973,97365,Expired,28-08-2023
11974,102838,Expired,14-06-2023
11975,82018,Customer Return,04-04-2023
11976,159860,Customer Return,17-11-2023
11977,205672,Damaged,20-08-2023
11978,135182,Expired,03-09-2023
11979,100683,Wrong Item,24-12-2023
11980,67680,Customer Return,08-08-2023
11981,115006,Customer Return,03-01-2023
11982,223929,Wrong Item,01-05-2023
11983,161215,Customer Return,02-03-2023
11984,178953,Damaged,20-09-2023
11985,52274,Damaged,20-03-2023
11986,40055,Damaged,23-10-2023
11987,13100,Expired,24-10-2023
11988,62277,Customer Return,27-09-2023
11989,97055,Wrong Item,20-08-2023
11990,3398,Damaged,28-04-2023
11991,108310,Customer Return,07-09-2023
11992,105778,Customer Return,31-07-2023
11993,173205,Damaged,19-03-2023
11994,97805,Wrong Item,13-10-2023
11995,106412,Wrong Item,09-06-2023
11996,45973,Customer Return,24-10-2023
11997,192719,Wrong Item,15-10-2023
11998,189318,Customer Return,11-10-2023
11999,151448,Wrong Item,14-06-2023
12000,70172,Wrong Item,30-06-2023
12001,221838,Damaged,04-11-2023
12002,29553,Customer Return,21-08-2023
12003,106889,Expired,30-03-2023
12004,94983,Wrong Item,12-12-2023
12005,221014,Damaged,01-11-2023
12006,43203,Wrong Item,26-10-2023
12007,177605,Expired,04-03-2023
12008,5924,Wrong Item,23-11-2023
12009,106579,Damaged,05-05-2023
12010,212100,Damaged,15-07-2023
12011,113920,Damaged,18-05-2023
12012,4786,Wrong Item,07-03-2023
12013,1565,Wrong Item,26-07-2023
12014,50304,Customer Return,12-04-2023
12015,100336,Wrong Item,22-06-2023
12016,128160,Wrong Item,17-03-2023
12017,172885,Customer Return,14-01-2023
12018,42507,Wrong Item,05-12-2023
12019,216347,Customer Return,03-05-2023
12020,21442,Customer Return,03-10-2023
12021,158880,Wrong Item,31-12-2023
12022,93361,Expired,22-03-2023
12023,240779,Customer Return,05-07-2023
12024,213897,Expired,10-11-2023
12025,57989,Wrong Item,28-04-2023
12026,19386,Damaged,22-09-2023
12027,182779,Expired,16-08-2023
12028,3457,Wrong Item,15-12-2023
12029,129314,Damaged,23-08-2023
12030,116403,Expired,07-11-2023
12031,172980,Expired,13-10-2023
12032,150577,Customer Return,03-09-2023
12033,50911,Expired,13-12-2023
12034,71485,Customer Return,08-11-2023
12035,178099,Customer Return,12-10-2023
12036,59187,Customer Return,25-12-2023
12037,197517,Wrong Item,09-08-2023
12038,54251,Wrong Item,06-09-2023
12039,60854,Customer Return,13-12-2023
12040,245864,Expired,17-05-2023
12041,241712,Customer Return,13-02-2023
12042,73644,Customer Return,01-10-2023
12043,229776,Wrong Item,12-03-2023
12044,26903,Damaged,07-12-2023
12045,237171,Expired,26-06-2023
12046,79092,Wrong Item,13-06-2023
12047,158300,Damaged,06-05-2023
12048,74578,Damaged,01-01-2023
12049,44303,Damaged,13-04-2023
12050,212320,Damaged,09-08-2023
12051,29873,Wrong Item,11-02-2023
12052,68859,Customer Return,04-01-2023
12053,122188,Wrong Item,29-12-2023
12054,154235,Damaged,27-05-2023
12055,154924,Wrong Item,10-12-2023
12056,122792,Damaged,24-03-2023
12057,138660,Damaged,29-06-2023
12058,55921,Customer Return,21-08-2023
12059,228777,Customer Return,16-05-2023
12060,153351,Damaged,03-08-2023
12061,216480,Customer Return,09-06-2023
12062,58583,Customer Return,29-09-2023
12063,18306,Customer Return,08-06-2023
12064,152389,Customer Return,14-11-2023
12065,67785,Customer Return,04-07-2023
12066,207597,Damaged,12-10-2023
12067,102362,Customer Return,21-03-2023
12068,95749,Expired,02-05-2023
12069,217222,Wrong Item,14-01-2023
12070,114793,Expired,22-07-2023
12071,69175,Customer Return,22-12-2023
12072,142247,Customer Return,01-10-2023
12073,125113,Expired,31-05-2023
12074,196057,Customer Return,28-02-2023
12075,156996,Expired,29-08-2023
12076,50814,Customer Return,11-08-2023
12077,119859,Customer Return,18-09-2023
12078,21283,Expired,18-09-2023
12079,236869,Customer Return,16-03-2023
12080,206122,Wrong Item,17-01-2023
12081,7474,Damaged,05-12-2023
12082,100533,Expired,21-01-2023
12083,84542,Customer Return,16-12-2023
12084,244436,Customer Return,28-06-2023
12085,220392,Damaged,07-01-2023
12086,31624,Wrong Item,26-06-2023
12087,137987,Expired,29-07-2023
12088,217123,Wrong Item,30-01-2023
12089,193874,Wrong Item,14-07-2023
12090,151417,Customer Return,22-12-2023
12091,24874,Wrong Item,12-07-2023
12092,246840,Damaged,31-10-2023
12093,225811,Wrong Item,02-07-2023
12094,52351,Customer Return,13-10-2023
12095,145074,Expired,04-01-2023
